sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_116655	k141_116655_cluster_1	2	7890	0.9598976945036031	0.9852186119814086	Unknown	0.017636227635948076	0.2137214999538598	0.32811008444470235	0.0798705637592052	0.0	0.1259884468045126	k141_116655_1;k141_116655_2;k141_116655_3;k141_116655_4;k141_116655_5;k141_116655_6;k141_116655_7;k141_116655_8	PF00195;PF00196;PF00288;PF00288;PF00288;PF00368;PF01070;PF01070;PF01154;PF02321;PF02321;PF08540;PF08540;PF18376
k141_121899	k141_121899_cluster_1	2	7836	0.9838852301648527	0.9998901210080311	Unknown	0.01215369795412935	0.05674118516661608	0.05502255251414345	0.24175858912417392	0.0	0.02401003353599729	k141_121899_1;k141_121899_2;k141_121899_3;k141_121899_4;k141_121899_5;k141_121899_6;k141_121899_7;k141_121899_8	PF04055;PF04055;PF19547;PF19547
k141_122760	k141_122760_cluster_1	1327	3504	0.8579313148420357	0.8600680802954399	Unknown	0.0033218597121037474	0.10823487321658065	0.3277668588964321	0.014773420771896362	0.27	0.05870164423213198	k141_122760_3;k141_122760_4;k141_122760_5	PF00732;PF01073;PF01370;PF02544;PF05834;PF07993;PF13460;PF16363
k141_139978	k141_139978_cluster_1	1424	27037	0.9522313894844425	0.9769419871438877	Unknown	0.049286476332365936	0.2257477007358646	0.23983497507237606	0.16910240982894242	0.0	0.08344475238026772	k141_139978_10;k141_139978_11;k141_139978_12;k141_139978_13;k141_139978_14;k141_139978_15;k141_139978_16;k141_139978_17;k141_139978_3;k141_139978_4;k141_139978_5;k141_139978_6;k141_139978_7;k141_139978_8;k141_139978_9	PF00170;PF00270;PF00271;PF00293;PF07714;PF07716;PF16760;PF16760;PF16760
k141_140446	k141_140446_cluster_1	1	3152	0.9902535119809753	0.9946460314492583	Terpene	0.020933748134973507	0.0857444760922984	0.0872653669858906	0.048775318231748965	0.0	0.7720644483856439	k141_140446_1;k141_140446_2;k141_140446_3	PF00494;PF01593;PF05834
k141_140815	k141_140815_cluster_1	1227	7165	0.9869291018756721	0.9990720179395619	NRP;Polyketide	0.020000000000000018	0.76	0.5800000000000001	0.0	0.0	0.010000000000000009	k141_140815_2;k141_140815_3;k141_140815_4	PF00106;PF00501;PF00550;PF00550;PF00668;PF02801;PF08659;PF13193;PF13561;PF14765
k141_141462	k141_141462_cluster_1	2232	13852	0.9828305210562022	0.9999368414515057	Unknown	0.018425788009274413	0.1448230716930804	0.14462969156586014	0.18391397723293035	0.0	0.01709482668310558	k141_141462_10;k141_141462_11;k141_141462_12;k141_141462_13;k141_141462_14;k141_141462_15;k141_141462_5;k141_141462_6;k141_141462_7;k141_141462_8;k141_141462_9	PF00149;PF02310;PF04055;PF04055;PF04055;PF19547;PF19547
k141_146206	k141_146206_cluster_1	22182	24947	0.8553448728441904	0.8807032783930324	Terpene	0.11234817813765186	0.017709726014499716	0.01795264099425664	0.035999905846907154	0.0	0.7444016570944356	k141_146206_24;k141_146206_25;k141_146206_26	PF00494;PF01266;PF01593;PF04116;PF13450
k141_147156	k141_147156_cluster_1	823	8059	0.9830048588859306	0.9970718844540994	Unknown	0.05442348732788149	0.23625290784156516	0.34022771537179053	0.17385448995146324	0.0	0.08530439650879518	k141_147156_2;k141_147156_3;k141_147156_4;k141_147156_5	PF00270;PF00271;PF07714;PF13639;PF13920
k141_149549	k141_149549_cluster_1	22069	30187	0.9050159620121803	0.9432585062745902	Unknown	0.051879521602073986	0.23622695043013764	0.25515009876171124	0.20073619577018176	0.020000000000000018	0.1006400582751329	k141_149549_32;k141_149549_33;k141_149549_34;k141_149549_35;k141_149549_36;k141_149549_37;k141_149549_38;k141_149549_39;k141_149549_40;k141_149549_41;k141_149549_42	PF00365;PF01755;PF01755;PF03457;PF05050;PF05118;PF05670;PF05704
