sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_10149	k141_10149_cluster_1	3	1481	0.9001954389091009	0.9008985020956881	Unknown	0.06371911708109834	0.35861100080320707	0.388063594832597	0.12755971915014086	0.010000000000000009	0.14463601222777356	k141_10149_1;k141_10149_2;k141_10149_3	PF00732;PF05834;PF08669;PF12802;PF12840
k141_103021	k141_103021_cluster_1	153	5278	0.9886967928175825	0.9905772445563363	Unknown	0.019823514453960578	0.47582474441369205	0.3095881166857596	0.0934108856972723	0.0	0.051260876795709565	k141_103021_1;k141_103021_2;k141_103021_3;k141_103021_4;k141_103021_5	PF00378;PF00378;PF00668;PF01154;PF04072;PF08540;PF16113;PF16113
k141_104811	k141_104811_cluster_1	3	1546	0.9777545526358064	0.9893011490706002	Unknown	0.08691980822681489	0.18325853607399822	0.1940218727348738	0.15058568316329002	0.0	0.0730046338504673	k141_104811_1;k141_104811_2;k141_104811_3	PF00383;PF03171;PF14437;PF19547
k141_111135	k141_111135_cluster_1	13561	19465	0.9631401761530496	0.9999261001998896	Unknown	0.05183653215804507	0.23238840439873154	0.2997241629035271	0.20775767874377393	0.020000000000000018	0.14218887684346726	k141_111135_17;k141_111135_18;k141_111135_19;k141_111135_20;k141_111135_21;k141_111135_22;k141_111135_23;k141_111135_24;k141_111135_25;k141_111135_26	PF03796;PF06745;PF13481;PF19547;PF19547
k141_114223	k141_114223_cluster_1	2	2399	0.9857677409358037	0.9926745141699806	Polyketide	0.023390474458598876	0.01959305214141205	0.8112029132340318	0.008770957067845142	0.0	0.04291021407085338	k141_114223_1;k141_114223_2;k141_114223_3	PF00195;PF01494;PF02797;PF04140;PF08392;PF08541
k141_128209	k141_128209_cluster_1	2124	4984	0.8841732350676956	0.9019911545840658	Terpene	0.05050836550836546	0.004034749034749208	0.055019305019305076	0.03490990990990983	0.0	0.5822715572715573	k141_128209_4;k141_128209_5;k141_128209_6	PF00070;PF00293;PF00494;PF00890;PF01266;PF01494;PF01593;PF12831;PF13450
k141_141570	k141_141570_cluster_1	1	2552	0.9445111257661098	0.9452678569223587	Unknown	0.043455514559077923	0.2986925610309562	0.22381771004894457	0.20385027459000105	0.023333333333333428	0.084762027175036	k141_141570_1;k141_141570_2;k141_141570_3	PF00067;PF00561;PF00975;PF01494;PF01494;PF12697
k141_150127	k141_150127_cluster_1	29131	35836	0.943498296560522	0.9652410322758571	Terpene	0.040000000000000036	0.020000000000000018	0.14	0.0	0.08999999999999997	0.6	k141_150127_27;k141_150127_28;k141_150127_29;k141_150127_30;k141_150127_31;k141_150127_32;k141_150127_33	PF00348;PF00494;PF01073;PF01266;PF01370;PF01593;PF04321;PF05368;PF05834;PF13450;PF13460
k141_15724	k141_15724_cluster_1	421	4748	0.9212616732709697	0.9430312480034613	Unknown	0.0023227406554020558	0.03078683435739893	0.0324290194572453	0.1602217101894522	0.040000000000000036	0.3661851638504864	k141_15724_3;k141_15724_4;k141_15724_5;k141_15724_6	PF00202;PF00494;PF00916;PF01740;PF04055
k141_161520	k141_161520_cluster_1	2	7401	0.920243511590761	0.9835331928378365	Terpene	0.004552263802263812	0.06397572885944969	0.06618371981744064	0.06466687732966792	0.020000000000000018	0.6807413802762641	k141_161520_1;k141_161520_2;k141_161520_3;k141_161520_4;k141_161520_5;k141_161520_6;k141_161520_7;k141_161520_8;k141_161520_9	PF00430;PF00494;PF00890;PF01593;PF01636;PF05834;PF05834;PF08534;PF13450
k141_165139	k141_165139_cluster_1	2	8796	0.9974208937511343	0.999975643442987	Polyketide	0.0006249999999999867	0.46375	0.7921875	0.0031250000000000444	0.0	0.03093749999999995	k141_165139_1;k141_165139_2;k141_165139_3;k141_165139_4;k141_165139_5;k141_165139_6	PF00109;PF00550;PF00550;PF00550;PF00668;PF00698;PF00698;PF01636;PF02801;PF16197
k141_168335	k141_168335_cluster_1	1056	4441	0.8860153449866708	0.9138952274028584	Terpene	0.06106392106392111	0.016534749034749163	0.06807486057486056	0.01740990990990976	0.0	0.5425493350493351	k141_168335_2;k141_168335_3;k141_168335_4;k141_168335_5	PF00070;PF00293;PF00494;PF00890;PF01266;PF01494;PF01593;PF04542;PF04545;PF07638;PF13450
k141_173537	k141_173537_cluster_1	12767	17014	0.9873825246282506	0.9970278731685539	Unknown	0.054011228919147114	0.23335377969843019	0.2618102613633373	0.20624351284335252	0.010000000000000009	0.10348396071415722	k141_173537_23;k141_173537_24;k141_173537_25;k141_173537_26;k141_173537_27;k141_173537_28;k141_173537_29;k141_173537_30	PF03457;PF05050;PF13639;PF13920
k141_173670	k141_173670_cluster_1	2	4164	0.9779765348000306	0.9910160217499894	Terpene	0.010000000000000009	0.0	0.0	0.010000000000000009	0.0	0.94	k141_173670_1;k141_173670_2;k141_173670_3;k141_173670_4	PF00348;PF00494;PF00890;PF01593;PF05834;PF12831;PF13450
k141_175608	k141_175608_cluster_1	2	2067	0.9892818963159701	0.9997387195594872	Terpene	0.027412865568947953	0.11270926195601572	0.11793602286214877	0.11553965094008878	0.0	0.5680983195838862	k141_175608_1;k141_175608_2;k141_175608_3	PF00494;PF00494;PF01048
k141_18306	k141_18306_cluster_1	12126	15952	0.9401679548949577	0.9992249103621854	Unknown	0.0024101037851038676	0.026364687060525527	0.05790116054895733	0.014374105639023083	0.41000000000000003	0.38713526193988246	k141_18306_13;k141_18306_14;k141_18306_15	PF00441;PF00494;PF00494;PF02770;PF02771;PF08028
k141_183364	k141_183364_cluster_1	3428	9484	0.9771802233822264	0.9935406073301553	Terpene	0.0	0.0	0.0	0.0	0.0	0.98	k141_183364_10;k141_183364_5;k141_183364_6;k141_183364_7;k141_183364_8;k141_183364_9	PF00348;PF00494;PF01070;PF01593;PF05834;PF13450
k141_191262	k141_191262_cluster_1	3	3487	0.8984145206389283	0.9604290348567392	Unknown	0.004494272132272714	0.01702565580311688	0.02851066055112228	0.01813542396968415	0.0	0.006777672940770807	k141_191262_1;k141_191262_2;k141_191262_3;k141_191262_4	PF00202;PF00474;PF00583;PF06339
k141_191845	k141_191845_cluster_1	2	3244	0.9362122840557916	0.9779028485334876	Polyketide	0.02284993391805845	0.01607953862789857	0.7979596699907886	0.006608794905682891	0.0	0.07209940326004238	k141_191845_1;k141_191845_2;k141_191845_3;k141_191845_4	PF00195;PF01040;PF01494;PF02797;PF04140;PF08392;PF08541
k141_193456	k141_193456_cluster_1	96	8000	0.993869153171721	0.9997210620198593	Terpene	0.010000000000000009	0.010000000000000009	0.0	0.0	0.0	0.95	k141_193456_1;k141_193456_2;k141_193456_3;k141_193456_4;k141_193456_5;k141_193456_6;k141_193456_7;k141_193456_8	PF00348;PF00494;PF00890;PF01070;PF01593;PF05834;PF09335;PF10397;PF12831;PF13450
k141_194060	k141_194060_cluster_1	268	3077	0.8664340867334674	0.8689585035935552	Polyketide	0.010000000000000009	0.18999999999999995	0.6799999999999999	0.010000000000000009	0.010000000000000009	0.040000000000000036	k141_194060_1;k141_194060_2;k141_194060_3;k141_194060_4	PF00106;PF00109;PF00550;PF00698;PF08659;PF13460;PF13561
k141_196186	k141_196186_cluster_1	26414	29778	0.9626290612679784	0.9910369169731621	Unknown	0.05681601174575279	0.25140824283986407	0.2701922329801453	0.2222431646309535	0.0	0.11136929102471216	k141_196186_36;k141_196186_37;k141_196186_38;k141_196186_39;k141_196186_40;k141_196186_41	PF00754;PF03819;PF12861;PF13639;PF13920;PF14634
k141_196234	k141_196234_cluster_1	3000	15514	0.9775989045301007	0.9999703123325541	Polyketide	0.0	0.17000000000000004	0.83	0.0	0.010000000000000009	0.0	k141_196234_4;k141_196234_5;k141_196234_6;k141_196234_7;k141_196234_8	PF00106;PF00109;PF00109;PF00550;PF00550;PF00550;PF00698;PF01026;PF01648;PF02801;PF08659;PF13561;PF14765;PF16197;PF17837
k141_197603	k141_197603_cluster_1	63688	71619	0.9316605843721192	0.9673937277414749	Terpene	0.0065059317559318375	0.08170214578170498	0.07079245882397656	0.0771429386331467	0.0	0.7324233743878786	k141_197603_62;k141_197603_63;k141_197603_64;k141_197603_65;k141_197603_66;k141_197603_67;k141_197603_68;k141_197603_69	PF00494;PF01546;PF01593;PF04116;PF04542;PF05834;PF07687;PF13450
k141_209866	k141_209866_cluster_1	1448	4219	0.8896299932394992	0.9169990969565037	Terpene	0.02488719987179555	0.017444461285820112	0.01498886778658104	0.06469200588047042	0.0	0.8080114614847278	k141_209866_3;k141_209866_4;k141_209866_5	PF00494;PF01593;PF04116;PF13450
k141_216039	k141_216039_cluster_1	2	10057	0.9882985333900433	0.9926526494259977	Polyketide	0.020000000000000018	0.21999999999999997	0.87	0.0	0.010000000000000009	0.0	k141_216039_1;k141_216039_2;k141_216039_3	PF00106;PF00109;PF00109;PF00109;PF00296;PF00550;PF00550;PF00550;PF02801;PF02801;PF02801;PF08242;PF08659;PF08659;PF13561;PF13847;PF16197
k141_24308	k141_24308_cluster_1	3	1962	0.9738637219933394	0.9838515698228456	Polyketide	0.1021794667648327	0.013057514624784439	0.6351353536703654	0.011238788217545204	0.0	0.07409582558127015	k141_24308_1;k141_24308_2;k141_24308_3	PF00195;PF01266;PF01494;PF02797;PF04140;PF08541
k141_26087	k141_26087_cluster_1	9104	14176	0.9262633093960171	0.9601361528088931	Polyketide	0.010000000000000009	0.10999999999999999	0.78	0.020000000000000018	0.020000000000000018	0.06499999999999995	k141_26087_12;k141_26087_13;k141_26087_14;k141_26087_15;k141_26087_16;k141_26087_17;k141_26087_18	PF00106;PF00109;PF00195;PF01648;PF02797;PF02801;PF07977;PF08241;PF08242;PF08392;PF08541;PF08545;PF08659;PF13489;PF13561;PF13649;PF13847
k141_2898	k141_2898_cluster_1	3	2873	0.991005044467378	0.992191492657439	Unknown	0.08009223022133061	0.13789121446344	0.14563248884133662	0.1333507078365781	0.18999999999999995	0.2120984268987074	k141_2898_1;k141_2898_2;k141_2898_3	PF00078;PF00098;PF17917;PF17919
k141_40538	k141_40538_cluster_1	1	2871	0.9927031726485612	0.9962546956041627	Terpene	0.0077643850143851445	0.047187850071571	0.04853869817241896	0.06819934486213541	0.0	0.723719735254619	k141_40538_1;k141_40538_2;k141_40538_3	PF00494;PF00890;PF01593;PF05834;PF05834;PF13450
k141_51752	k141_51752_cluster_1	5521	11086	0.9786497989573144	0.9797380862471917	Terpene	0.0915789473684211	0.021842105263157996	0.051315789473684204	0.012368421052631695	0.030000000000000027	0.7713157894736842	k141_51752_10;k141_51752_11;k141_51752_7;k141_51752_8;k141_51752_9	PF00348;PF00494;PF00891;PF01266;PF01593;PF13450;PF13489;PF16864
k141_57523	k141_57523_cluster_1	3	1107	0.9640963083593002	0.9933800749036422	Unknown	0.01427449578066331	0.058114933145673175	0.0615502074077553	0.04956655887563566	0.0	0.02360315741718788	k141_57523_1;k141_57523_2;k141_57523_3	PF00202;PF00474;PF06339
k141_60920	k141_60920_cluster_1	13669	17967	0.9597589990766838	0.9743122792542172	Terpene	0.027795800951883387	0.12004703679379047	0.12551750294362873	0.11451668741712528	0.0	0.5479076918932585	k141_60920_10;k141_60920_11;k141_60920_12;k141_60920_13	PF00330;PF00494;PF00694;PF04116;PF18916;PF18916
k141_6127	k141_6127_cluster_1	43601	46365	0.8553448728441904	0.8807032783930324	Terpene	0.11234817813765186	0.017709726014499716	0.01795264099425664	0.035999905846907154	0.0	0.7444016570944356	k141_6127_45;k141_6127_46;k141_6127_47	PF00494;PF01266;PF01593;PF04116;PF13450
k141_64454	k141_64454_cluster_1	1594	5947	0.9787267113599092	0.9897803798248801	Terpene	0.010000000000000009	0.0	0.0	0.010000000000000009	0.0	0.96	k141_64454_4;k141_64454_5;k141_64454_6;k141_64454_7	PF00348;PF00494;PF01593;PF05834;PF13450
