sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_104441	k141_104441_cluster_1	2	5273	0.9982752899312705	0.9997807222076327	RiPP	0.0	0.0	0.0	1.0	0.0	0.0	k141_104441_1;k141_104441_2;k141_104441_3;k141_104441_4	PF00005;PF00664;PF02624;PF03412;PF07812
k141_114164	k141_114164_cluster_1	10083	17257	0.9357166269120467	0.9634065150443378	Unknown	0.003959230670912306	0.05200736305519127	0.19087141218435677	0.09901054395644648	0.19999999999999996	0.0071181080375875005	k141_114164_11;k141_114164_12;k141_114164_13;k141_114164_14;k141_114164_15;k141_114164_16	PF01370;PF02709;PF04055;PF04055;PF16363;PF19547
k141_12629	k141_12629_cluster_1	2	4594	0.8566941901289359	0.8622321670532838	Unknown	0.0385431562634565	0.33500273587556817	0.33944643142604747	0.07976861945807312	0.0	0.2636069826534947	k141_12629_1;k141_12629_2;k141_12629_3	PF00254;PF00890;PF01578;PF04820;PF05834;PF12831
k141_127968	k141_127968_cluster_1	3	5476	0.9858600265578685	0.9940908983125789	Terpene	0.08157894736842108	0.011842105263157987	0.011315789473684279	0.0023684210526316862	0.0	0.8513157894736842	k141_127968_1;k141_127968_2;k141_127968_3;k141_127968_4;k141_127968_5;k141_127968_6	PF00348;PF00494;PF01266;PF01593;PF13450;PF16864
k141_134181	k141_134181_cluster_1	3	4800	0.9062841074140334	0.918737434473608	Unknown	0.03272305168145362	0.24502179810212876	0.24710496043296915	0.16289046916245387	0.020000000000000018	0.07645583157851787	k141_134181_1;k141_134181_2;k141_134181_3;k141_134181_4;k141_134181_5	PF00067;PF00378;PF00561;PF00975;PF01494;PF01494;PF12697;PF16113
k141_138128	k141_138128_cluster_1	1	3512	0.9636934643780393	0.9658661277551459	Terpene	0.021578947368421142	0.0018421052631579782	0.011315789473684279	0.0023684210526316862	0.0	0.9113157894736842	k141_138128_1;k141_138128_2;k141_138128_3	PF00348;PF00494;PF00890;PF01266;PF01593;PF13450
k141_139426	k141_139426_cluster_1	2320	10319	0.9976326573106608	0.9998857817838027	Unknown	0.03416922191356353	0.061175725527000124	0.30849108434350003	0.0570274338365695	0.010000000000000009	0.30741456884456053	k141_139426_10;k141_139426_3;k141_139426_4;k141_139426_5;k141_139426_6;k141_139426_7;k141_139426_8;k141_139426_9	PF00106;PF00225;PF02390;PF07985;PF13561;PF16796
k141_143154	k141_143154_cluster_1	1262	5226	0.9544341727785977	0.9917971029534639	Unknown	0.007535770630091365	0.08062609139789667	0.3484625229402105	0.03122782299962823	0.07999999999999996	0.18502790436968952	k141_143154_2;k141_143154_3;k141_143154_4;k141_143154_5;k141_143154_6	PF00106;PF01370;PF01544;PF13225;PF13561
k141_158920	k141_158920_cluster_1	3	3620	0.9913685678106133	0.9972379825823817	Unknown	0.014014789005033057	0.2837917684052258	0.1706523904059638	0.17856808954343706	0.040000000000000036	0.019711759919509686	k141_158920_1;k141_158920_2;k141_158920_3;k141_158920_4;k141_158920_5;k141_158920_6	PF00550;PF02543;PF04055;PF07883;PF19547
k141_159579	k141_159579_cluster_1	167	2659	0.995426508660387	0.9998617250225682	Terpene	0.12383056962004346	0.020813739118512697	0.021326924368540112	0.04106133090833208	0.0	0.7176039502967287	k141_159579_2;k141_159579_3;k141_159579_4	PF00494;PF00494;PF01266;PF01593;PF13450
k141_165491	k141_165491_cluster_1	1227	14659	0.987740912685624	0.9998958832533347	NRP;Polyketide	0.010000000000000009	0.56	0.79	0.0	0.010000000000000009	0.010000000000000009	k141_165491_2;k141_165491_3;k141_165491_4	PF00106;PF00108;PF00109;PF00109;PF00109;PF00501;PF00550;PF00550;PF00550;PF00668;PF02801;PF02801;PF02801;PF08659;PF08659;PF13193;PF13561;PF14765;PF16197;PF16197
k141_168797	k141_168797_cluster_1	3	7011	0.9916752712907447	0.9983284883461438	Unknown	0.03653062195041712	0.45743059273163755	0.3697561772007494	0.0878705461286704	0.0	0.0443005946270939	k141_168797_1;k141_168797_2;k141_168797_3;k141_168797_4;k141_168797_5;k141_168797_6;k141_168797_7	PF00254;PF00550;PF01399;PF13460;PF13639;PF13920;PF14447;PF14634
k141_171070	k141_171070_cluster_1	167	4508	0.9939154815682637	0.9979794261086615	Terpene	0.010000000000000009	0.0	0.0	0.010000000000000009	0.0	0.96	k141_171070_2;k141_171070_3;k141_171070_4;k141_171070_5	PF00348;PF00494;PF01593;PF05834;PF13450
k141_180098	k141_180098_cluster_1	2	4836	0.8093348533943976	0.8137543405672856	Unknown	0.07099999999999995	0.352	0.08594871794871795	0.132	0.021538461538461617	0.03484615384615386	k141_180098_1;k141_180098_2;k141_180098_3;k141_180098_4;k141_180098_5	PF00067;PF00501;PF04055;PF04055
k141_196118	k141_196118_cluster_1	139	3115	0.9811328641075093	0.9974183254281133	Unknown	0.017200855016407668	0.11571679765558196	0.29948906280962706	0.06893103236586606	0.21999999999999997	0.03876132762714679	k141_196118_2;k141_196118_3;k141_196118_4	PF01370;PF01370;PF13639;PF13920;PF16363
k141_205081	k141_205081_cluster_1	1	2226	0.9819448888858475	0.987672679910928	Unknown	0.032003215802556495	0.4347314683130049	0.30584935832725935	0.15861756949116068	0.0	0.07917317697200288	k141_205081_1;k141_205081_2;k141_205081_3	PF00196;PF00765;PF03472;PF13245;PF13604
k141_210086	k141_210086_cluster_1	1	3577	0.9351797891731591	0.9631698035738194	Unknown	0.04945135792835498	0.22923929393920783	0.2517966990800382	0.19604281999463358	0.010000000000000009	0.12901190538683882	k141_210086_1;k141_210086_2;k141_210086_3;k141_210086_4;k141_210086_5;k141_210086_6;k141_210086_7	PF00294;PF01048;PF01048;PF19547
k141_21692	k141_21692_cluster_1	1	2132	0.9804263243679556	0.9997181017376264	Unknown	0.045946830388906235	0.23245799263240396	0.19640233123523232	0.37488195714554307	0.0	0.08528803863494228	k141_21692_1;k141_21692_2;k141_21692_3;k141_21692_4	PF00587;PF03129;PF05114;PF05114
k141_226892	k141_226892_cluster_1	1	4355	0.9699598039913006	0.9856859095832792	Polyketide	0.054863363673169685	0.02506472289720363	0.6546529465771871	0.01734158875650349	0.010000000000000009	0.11586870276705585	k141_226892_1;k141_226892_2;k141_226892_3;k141_226892_4;k141_226892_5	PF00070;PF00195;PF01040;PF01266;PF01494;PF01494;PF02797;PF04140;PF04191;PF08392;PF08541
k141_23177	k141_23177_cluster_1	2	7093	0.8753820338909284	0.8833957066881176	Unknown	0.08468564682166557	0.24431338382131818	0.26619750626503846	0.18533240280649466	0.0	0.10109691293039913	k141_23177_1;k141_23177_2;k141_23177_3;k141_23177_4	PF00412;PF00412;PF00999;PF02254;PF07714;PF13639
k141_247528	k141_247528_cluster_1	2	1469	0.9601626647702526	0.9698041622918357	Terpene	0.02996660588488509	0.03765084263348728	0.058781150450567754	0.10028774619182301	0.0	0.5979682558470205	k141_247528_1;k141_247528_2;k141_247528_3	PF00293;PF00494;PF13450
k141_260143	k141_260143_cluster_1	420	14065	0.9587518860234613	0.974522053185299	Unknown	0.039389153439266966	0.10183470873657219	0.13232931167204987	0.0786022179193222	0.08999999999999997	0.06205419235395093	k141_260143_3;k141_260143_4;k141_260143_5;k141_260143_6;k141_260143_7;k141_260143_8;k141_260143_9	PF00155;PF00328;PF00487;PF01041;PF01715;PF06966;PF13671;PF18086
k141_261468	k141_261468_cluster_1	776	5000	0.9651464755391619	0.989287076029688	Unknown	0.052597703420255715	0.22724513224831955	0.26479252300413547	0.2029452866792727	0.020000000000000018	0.10164914918422374	k141_261468_2;k141_261468_3;k141_261468_4;k141_261468_5;k141_261468_6;k141_261468_7	PF01755;PF05050;PF19547
k141_266297	k141_266297_cluster_1	16	13292	0.9904395907172192	0.9929049024233566	Unknown	0.056339821269562274	0.24831300474462592	0.26757318536109764	0.2193860217738106	0.010000000000000009	0.11017881483423597	k141_266297_1;k141_266297_10;k141_266297_11;k141_266297_12;k141_266297_13;k141_266297_2;k141_266297_3;k141_266297_4;k141_266297_5;k141_266297_6;k141_266297_7;k141_266297_8;k141_266297_9	PF00276;PF00650;PF05686
k141_269435	k141_269435_cluster_1	9665	23727	0.985177294458049	0.9999971324578865	Polyketide	0.0	0.13	0.83	0.0	0.010000000000000009	0.0	k141_269435_12;k141_269435_13;k141_269435_14;k141_269435_15;k141_269435_16;k141_269435_17	PF00106;PF00109;PF00109;PF00201;PF00550;PF00698;PF00698;PF02668;PF02801;PF02801;PF03033;PF03060;PF08659;PF13561;PF14667;PF14765;PF16197;PF16197
