sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_107807	k141_107807_cluster_1	2	1931	0.9922208575603789	0.9950003861748744	Unknown	0.015164505163557052	0.37892841608003347	0.41044842639980095	0.07992285686417333	0.010000000000000009	0.08632754996842085	k141_107807_1;k141_107807_2;k141_107807_3	PF00107;PF00196;PF00765;PF03472;PF13602
k141_113177	k141_113177_cluster_1	2	1267	0.9223360831781056	0.9239617582602376	Polyketide	0.010000000000000009	0.10999999999999999	0.63	0.010000000000000009	0.0	0.17000000000000004	k141_113177_1;k141_113177_2;k141_113177_3	PF00109;PF00550;PF00890;PF01266;PF01494;PF01593;PF02801;PF12831;PF13450
k141_126826	k141_126826_cluster_1	1	25397	0.9940160052890129	0.9999998365968692	NRP	0.0	1.0	0.050000000000000044	0.0	0.010000000000000009	0.0	k141_126826_1;k141_126826_2;k141_126826_3;k141_126826_4;k141_126826_5;k141_126826_6;k141_126826_7	PF00005;PF00330;PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00664;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00975;PF06472;PF08241;PF08242;PF13193;PF13193;PF13193;PF13193;PF13193;PF13489;PF13649;PF13847;PF18563
k141_128565	k141_128565_cluster_1	2	11331	0.829762994869481	0.8390590017850418	Unknown	0.037742835993334056	0.08705625532156003	0.12847360989680934	0.19788340064315013	0.01533333333333331	0.14806649231429025	k141_128565_1;k141_128565_2;k141_128565_3;k141_128565_4;k141_128565_5;k141_128565_6;k141_128565_7;k141_128565_8	PF00067;PF00743;PF00743;PF03055;PF07714;PF13191;PF13434;PF13434;PF13450;PF13454;PF13454;PF13738;PF13738
k141_134530	k141_134530_cluster_1	501	2501	0.9889702067459916	0.9923030918403114	Unknown	0.010388496565215677	0.04228922015468384	0.041115509776331716	0.44948987927171646	0.0	0.02049125429126064	k141_134530_3;k141_134530_4;k141_134530_5	PF04055;PF07862;PF07862
k141_137727	k141_137727_cluster_1	116	5973	0.9959428086604322	0.999808455055266	RiPP	0.010000000000000009	0.07999999999999996	0.0	0.88	0.020000000000000018	0.010000000000000009	k141_137727_1;k141_137727_2;k141_137727_3;k141_137727_4;k141_137727_5;k141_137727_6	PF00005;PF00664;PF00665;PF06472;PF19156
k141_145840	k141_145840_cluster_1	28393	40924	0.8783854005000239	0.9331901745722501	Polyketide	0.0	0.21999999999999997	0.92	0.030000000000000027	0.0	0.0	k141_145840_28;k141_145840_29;k141_145840_30;k141_145840_31	PF00106;PF00108;PF00109;PF00185;PF00501;PF00501;PF00550;PF00550;PF00561;PF00685;PF00698;PF02729;PF02801;PF08659;PF12146;PF12697;PF13469;PF16197
k141_148873	k141_148873_cluster_1	3	1766	0.9378218848865129	0.9418052717730528	Unknown	0.03825800886397446	0.1510379049359355	0.1667523838229641	0.13056012677706985	0.0	0.07180531947475133	k141_148873_1;k141_148873_2;k141_148873_3;k141_148873_4	PF01474;PF01474;PF08125
k141_15394	k141_15394_cluster_1	1	2664	0.9959411363707978	0.999251685903753	RiPP	0.0011764705882353343	0.004411764705882337	0.006176470588235228	0.9126470588235294	0.0	0.0023529411764705577	k141_15394_1;k141_15394_2;k141_15394_3	PF00733;PF05402;PF13471;PF13522;PF13537
k141_162136	k141_162136_cluster_1	2	1629	0.8362126376601581	0.8417423727726342	Saccharide	0.012372250681754515	0.04162111848731942	0.2332596174196715	0.02061695316421608	0.54	0.014398870409584541	k141_162136_1;k141_162136_2;k141_162136_3	PF00483;PF01073;PF01370;PF04321;PF08421;PF16363
