sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_10921	k141_10921_cluster_1	13725	16200	0.8199683697063331	0.8255671021536877	Terpene	0.01947992296180545	0.1380628213151731	0.14000179697131476	0.08246782497891192	0.0	0.6298230476394406	k141_10921_13;k141_10921_14;k141_10921_15	PF00494;PF04116;PF05834
k141_11437	k141_11437_cluster_1	442	2653	0.9510112868398244	0.9580946363636782	Unknown	0.004018081656082195	0.013930417707878728	0.055891612932074564	0.015278281112541259	0.0	0.005587196750294621	k141_11437_2;k141_11437_3;k141_11437_4	PF00202;PF00583;PF06339
k141_119634	k141_119634_cluster_1	3	6456	0.9587711255667996	0.9846091513246643	Terpene	0.010000000000000009	0.010000000000000009	0.010000000000000009	0.020000000000000018	0.0	0.9299999999999999	k141_119634_1;k141_119634_2;k141_119634_3;k141_119634_4;k141_119634_5;k141_119634_6	PF00009;PF00348;PF00494;PF01593;PF05834;PF12831;PF13450
k141_121839	k141_121839_cluster_1	1	3691	0.9354350348965246	0.9686284670645504	Terpene	0.02488719987179555	0.017444461285820112	0.01498886778658104	0.06469200588047042	0.0	0.8080114614847278	k141_121839_1;k141_121839_2;k141_121839_3;k141_121839_4	PF00494;PF01593;PF13450;PF13715
k141_13098	k141_13098_cluster_1	367	4724	0.9761660228378977	0.9776764734595731	Unknown	0.04381265741622087	0.2908354181738134	0.23667485290608736	0.18563598887571542	0.023333333333333428	0.08619059860360734	k141_13098_2;k141_13098_3;k141_13098_4;k141_13098_5	PF00067;PF00561;PF00975;PF01494;PF01494;PF01755;PF12697
k141_145844	k141_145844_cluster_1	1	1732	0.9834330288719183	0.9887172046208116	Unknown	0.04441557205064772	0.25061222860639376	0.1583425407035851	0.14888411194372086	0.010000000000000009	0.12324481294320111	k141_145844_1;k141_145844_2;k141_145844_3	PF00196;PF00765;PF03472;PF13191;PF13245;PF13604
k141_150212	k141_150212_cluster_1	1477	9761	0.9140722105344896	0.9204393042277186	Unknown	0.001612903225806428	0.42161290322580636	0.07258064516129026	0.16193548387096768	0.06999999999999995	0.001290322580645098	k141_150212_10;k141_150212_11;k141_150212_12;k141_150212_13;k141_150212_14;k141_150212_4;k141_150212_5;k141_150212_6;k141_150212_7;k141_150212_8;k141_150212_9	PF00501;PF00501;PF04055;PF04820;PF06472;PF13193
k141_151002	k141_151002_cluster_1	2638	5276	0.957111531544459	0.9998709982727572	Unknown	0.052107580532740005	0.2303428097557355	0.2541626872505074	0.2805598932279829	0.0	0.09926878593792754	k141_151002_10;k141_151002_11;k141_151002_12;k141_151002_7;k141_151002_8;k141_151002_9	PF00462;PF19547;PF19547
k141_15121	k141_15121_cluster_1	1389	5730	0.9743871325099145	0.9865527480656223	Terpene	0.010000000000000009	0.0	0.0	0.010000000000000009	0.0	0.96	k141_15121_3;k141_15121_4;k141_15121_5;k141_15121_6	PF00348;PF00494;PF01593;PF05834;PF13450
k141_152495	k141_152495_cluster_1	24399	30428	0.9222466616769394	0.9262584848853468	Terpene	0.05157894736842106	0.0018421052631579782	0.051315789473684204	0.012368421052631695	0.030000000000000027	0.7713157894736842	k141_152495_24;k141_152495_25;k141_152495_26;k141_152495_27;k141_152495_28;k141_152495_29	PF00348;PF00494;PF00890;PF00891;PF01266;PF01593;PF03486;PF13450;PF13489;PF16864
k141_15285	k141_15285_cluster_1	3	10025	0.9886612999946836	0.9926377867335544	Polyketide	0.020000000000000018	0.21999999999999997	0.87	0.0	0.010000000000000009	0.0	k141_15285_1;k141_15285_2;k141_15285_3	PF00106;PF00109;PF00109;PF00109;PF00296;PF00550;PF00550;PF00550;PF02801;PF02801;PF02801;PF08242;PF08659;PF08659;PF13561;PF13847;PF16197
k141_165067	k141_165067_cluster_1	3	1418	0.8265829775007719	0.8289404869720071	Polyketide	0.0016679536679536922	0.2533359073359074	0.6641776061776061	0.005861003861003855	0.0	0.03220849420849414	k141_165067_1;k141_165067_2;k141_165067_3	PF00109;PF00550;PF08541;PF08545
