sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_112197	k141_112197_cluster_1	22182	24947	0.8553448728441904	0.8807032783930324	Terpene	0.11234817813765186	0.017709726014499716	0.01795264099425664	0.035999905846907154	0.0	0.7444016570944356	k141_112197_24;k141_112197_25;k141_112197_26	PF00494;PF01266;PF01593;PF04116;PF13450
k141_113789	k141_113789_cluster_1	6345	13500	0.9547858130474519	0.9830706373656284	RiPP	0.010000000000000009	0.030000000000000027	0.30000000000000004	0.5800000000000001	0.010000000000000009	0.040000000000000036	k141_113789_10;k141_113789_11;k141_113789_12;k141_113789_13;k141_113789_14;k141_113789_15	PF00005;PF00005;PF00195;PF00664;PF00664;PF01040;PF01494;PF02797;PF04140;PF08392;PF08541
k141_114263	k141_114263_cluster_1	24208	28194	0.8476196859859344	0.8544671864866855	Terpene	0.06491165070112459	0.026425403414387594	0.026682543145211457	0.034773990936781685	0.0	0.7592042347917501	k141_114263_23;k141_114263_24;k141_114263_25;k141_114263_26;k141_114263_27	PF00494;PF01040;PF01266;PF01593;PF13450;PF18916
k141_116097	k141_116097_cluster_1	420	39747	0.9970711306389649	0.9999999840072082	Polyketide	0.010000000000000009	0.41000000000000003	0.92	0.0	0.0	0.010000000000000009	k141_116097_1;k141_116097_2;k141_116097_3;k141_116097_4;k141_116097_5;k141_116097_6;k141_116097_7;k141_116097_8	PF00106;PF00106;PF00106;PF00106;PF00109;PF00109;PF00109;PF00109;PF00109;PF00109;PF00109;PF00109;PF00109;PF00296;PF00378;PF00378;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00668;PF00698;PF00698;PF01636;PF02801;PF02801;PF02801;PF02801;PF02801;PF02801;PF02801;PF02801;PF02801;PF08242;PF08659;PF08659;PF08659;PF08659;PF08659;PF13561;PF13561;PF13561;PF13561;PF14765;PF14765;PF14765;PF16113;PF16197;PF16197;PF16197;PF16197;PF16197;PF16197;PF16197;PF16197
k141_122492	k141_122492_cluster_1	1227	14659	0.987740912685624	0.9998958832533347	NRP;Polyketide	0.010000000000000009	0.56	0.79	0.0	0.010000000000000009	0.010000000000000009	k141_122492_2;k141_122492_3;k141_122492_4	PF00106;PF00108;PF00109;PF00109;PF00109;PF00501;PF00550;PF00550;PF00550;PF00668;PF02801;PF02801;PF02801;PF08659;PF08659;PF13193;PF13561;PF14765;PF16197;PF16197
k141_124105	k141_124105_cluster_1	337	4798	0.999426133268896	0.999942342778116	Unknown	0.10176671420741212	0.09632917813774011	0.10552590436932685	0.11138738164955231	0.29000000000000004	0.2019771667645266	k141_124105_2;k141_124105_3;k141_124105_4	PF00078;PF00098;PF00665;PF17917;PF17919;PF17921
k141_134404	k141_134404_cluster_1	2	960	0.9750269736216369	0.9761081022876258	Unknown	0.0	0.0	0.26471705092293374	0.0	0.12306646131646148	0.49626691282573643	k141_134404_1;k141_134404_2;k141_134404_3	PF00067;PF00067;PF00067
k141_135700	k141_135700_cluster_1	12488	22936	0.9700311904739867	0.9920118271859548	Terpene	0.07300751879699252	0.034699248120300674	0.08617293233082701	0.008939849624060248	0.040000000000000036	0.6930300751879699	k141_135700_13;k141_135700_14;k141_135700_15;k141_135700_16;k141_135700_17;k141_135700_18;k141_135700_19;k141_135700_20;k141_135700_21;k141_135700_22	PF00348;PF00494;PF00890;PF00890;PF00891;PF01078;PF01266;PF01593;PF01593;PF08240;PF13450;PF13450;PF16864;PF17863
k141_144085	k141_144085_cluster_1	1	3469	0.9882140526430293	0.9932310020084731	Terpene	0.021578947368421142	0.0018421052631579782	0.0013157894736842701	0.022368421052631593	0.0	0.9213157894736842	k141_144085_1;k141_144085_2;k141_144085_3	PF00348;PF00494;PF01593;PF13450
k141_153310	k141_153310_cluster_1	267	4004	0.9946491555400094	0.9974299311253144	Terpene	0.025601686601686713	0.0376828666828668	0.0386567306567307	0.06717775017775007	0.0	0.7299220239220239	k141_153310_2;k141_153310_3;k141_153310_4	PF00494;PF00890;PF01593;PF05834;PF12831;PF13450
