sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_109468	k141_109468_cluster_1	1289	7168	0.9083853185722176	0.9386360247441411	Terpene	0.004552263802263812	0.04397572885944967	0.04618371981744063	0.06466687732966792	0.020000000000000018	0.700741380276264	k141_109468_4;k141_109468_5;k141_109468_6;k141_109468_7;k141_109468_8;k141_109468_9	PF00494;PF00890;PF01593;PF01636;PF05834;PF13450
k141_109809	k141_109809_cluster_1	3	4489	0.995417473285669	0.9989124366587913	Terpene	0.010000000000000009	0.0	0.0	0.010000000000000009	0.0	0.94	k141_109809_1;k141_109809_2;k141_109809_3;k141_109809_4	PF00348;PF00494;PF00890;PF01593;PF05834;PF05834;PF12831;PF13450
k141_124943	k141_124943_cluster_1	155	5280	0.9886967928175825	0.9905772445563363	Unknown	0.019823514453960578	0.47582474441369205	0.3095881166857596	0.0934108856972723	0.0	0.051260876795709565	k141_124943_1;k141_124943_2;k141_124943_3;k141_124943_4;k141_124943_5	PF00378;PF00378;PF00668;PF01154;PF04072;PF08540;PF16113;PF16113
k141_138277	k141_138277_cluster_1	2	3743	0.9883881761783679	0.9942351202585274	Terpene	0.07447712248187943	0.013995946931161574	0.03749339553622344	0.015871675912347727	0.0	0.8183390803330294	k141_138277_1;k141_138277_2;k141_138277_3;k141_138277_4	PF00348;PF00494;PF16864
k141_148068	k141_148068_cluster_1	805	8041	0.9519820353883574	0.9916337762987867	Unknown	0.05442348732788149	0.23625290784156516	0.34022771537179053	0.17385448995146324	0.0	0.08530439650879518	k141_148068_3;k141_148068_4;k141_148068_5;k141_148068_6	PF00270;PF00271;PF07714;PF13639;PF13920
k141_154480	k141_154480_cluster_1	2	1683	0.981692771388513	0.9877461962435954	Terpene	0.02617199099429779	0.19536232925219832	0.18771984711502798	0.11895982923627013	0.030000000000000027	0.5227537411099595	k141_154480_1;k141_154480_2;k141_154480_3	PF00494;PF01593;PF12697
k141_171568	k141_171568_cluster_1	866	15735	0.9888265210577702	0.9999971494394638	Polyketide	0.0	0.13	0.83	0.0	0.010000000000000009	0.0	k141_171568_3;k141_171568_4;k141_171568_5;k141_171568_6;k141_171568_7;k141_171568_8	PF00106;PF00109;PF00109;PF00201;PF00550;PF00698;PF00698;PF02668;PF02801;PF02801;PF03033;PF03060;PF08659;PF13561;PF14667;PF14765;PF16197;PF16197
k141_173974	k141_173974_cluster_1	1	1333	0.9534774748497077	0.9601821248374618	Unknown	0.039598098816294725	0.33735430409271483	0.25081278571858723	0.18313586956376482	0.010000000000000009	0.11670169451005696	k141_173974_1;k141_173974_2;k141_173974_3	PF00196;PF00765;PF13191;PF13245;PF13604
k141_184679	k141_184679_cluster_1	7624	25881	0.9971810969937305	0.9997890945875026	Unknown	0.12934721955613737	0.12164281520521325	0.22911421438692903	0.1356290934276312	0.008666666666666711	0.12555734338668512	k141_184679_10;k141_184679_11;k141_184679_12;k141_184679_13;k141_184679_14;k141_184679_15;k141_184679_16;k141_184679_17;k141_184679_18;k141_184679_19;k141_184679_20;k141_184679_21;k141_184679_6;k141_184679_7;k141_184679_8;k141_184679_9	PF00067;PF00999;PF03741;PF13920;PF13920
k141_188603	k141_188603_cluster_1	1	552	0.8832844512236294	0.8854602701178034	Polyketide	0.004676476709621125	0.22044329098541127	0.6817428633415412	0.017034839673746638	0.0	0.03526090898345102	k141_188603_1;k141_188603_2;k141_188603_3	PF00109;PF00550;PF08541
k141_192203	k141_192203_cluster_1	2	24349	0.999917566402831	0.9999883293442194	Polyketide	0.010000000000000009	0.28	0.94	0.010000000000000009	0.0	0.020000000000000018	k141_192203_1;k141_192203_2;k141_192203_3	PF00106;PF00106;PF00106;PF00109;PF00109;PF00109;PF00109;PF00109;PF00109;PF00296;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF02801;PF02801;PF02801;PF02801;PF02801;PF02801;PF08241;PF08242;PF08242;PF08659;PF08659;PF08659;PF08659;PF08659;PF13489;PF13489;PF13561;PF13561;PF13561;PF13649;PF13649;PF13847;PF13847;PF14765;PF14765;PF16197;PF16197;PF16197;PF16197;PF16197
