sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_110262	k141_110262_cluster_1	1	2665	0.8111147881139886	0.8172440224769729	Unknown	0.05301857585139336	0.06087360344595505	0.20085879660788808	0.02773253466146186	0.45999999999999996	0.03597994346480027	k141_110262_1;k141_110262_2;k141_110262_3	PF00483;PF01370;PF08241;PF08421;PF12804;PF13489;PF16363
k141_120263	k141_120263_cluster_1	1	3407	0.9945758008160577	0.9980634887190658	Terpene	0.0339191831050043	0.06506472637018657	0.06520474183925784	0.08018584066794521	0.0	0.6831240163835944	k141_120263_1;k141_120263_2;k141_120263_3;k141_120263_4	PF00494;PF01593;PF04116;PF18916;PF18916
k141_129848	k141_129848_cluster_1	72	4541	0.9880601883577115	0.9908796553907231	Terpene	0.02143483787613798	0.042894496613072874	0.056354185647713884	0.045928430184465685	0.050000000000000044	0.8043450007145607	k141_129848_1;k141_129848_2;k141_129848_3	PF00348;PF00432;PF00432;PF00432;PF13243;PF13243;PF13249
k141_132658	k141_132658_cluster_1	51	13582	0.9774195616628674	0.9997762435489134	NRP;Polyketide	0.0	0.63	0.91	0.010000000000000009	0.030000000000000027	0.0	k141_132658_1;k141_132658_2;k141_132658_3;k141_132658_4;k141_132658_5;k141_132658_6	PF00106;PF00109;PF00550;PF00550;PF00668;PF00685;PF00698;PF00698;PF01209;PF02801;PF08241;PF08659;PF13469;PF13489;PF13561;PF13614;PF13649;PF16197;PF18563
k141_134040	k141_134040_cluster_1	157177	166744	0.9923577374759613	0.9960883697529355	RiPP	0.000540540540540646	0.023513513513513495	0.00324324324324321	0.9721621621621621	0.0	0.02081081081081082	k141_134040_146;k141_134040_147;k141_134040_148;k141_134040_149;k141_134040_150;k141_134040_151;k141_134040_152	PF00005;PF00664;PF01381;PF02321;PF03412;PF04738;PF05147;PF12844;PF14028
k141_138698	k141_138698_cluster_1	3	23069	0.9871591253465496	0.999999689629355	NRP	0.0	0.97	0.17000000000000004	0.0	0.0	0.0	k141_138698_1;k141_138698_10;k141_138698_2;k141_138698_3;k141_138698_4;k141_138698_5;k141_138698_6;k141_138698_7;k141_138698_8;k141_138698_9	PF00005;PF00180;PF00330;PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00550;PF00583;PF00664;PF00668;PF00668;PF00668;PF00668;PF00668;PF00694;PF06472;PF13193;PF13193;PF13193;PF13193;PF13302
k141_140232	k141_140232_cluster_1	1	1246	0.8158439671269194	0.8182358879963739	Unknown	0.0002941176470588891	0.4123529411764706	0.4729411764705883	0.0023529411764705577	0.0	0.051764705882353046	k141_140232_1;k141_140232_2;k141_140232_3	PF00109;PF00501;PF00550
k141_142202	k141_142202_cluster_1	3	3257	0.989001088040683	0.99318665383339	Terpene	0.021578947368421142	0.0018421052631579782	0.0013157894736842701	0.022368421052631593	0.0	0.9213157894736842	k141_142202_1;k141_142202_2;k141_142202_3	PF00348;PF00494;PF01593;PF13450
k141_142307	k141_142307_cluster_1	27	11501	0.8491221726677283	0.8634765706716938	Unknown	0.032141999878643635	0.15813870245287664	0.19277267195764702	0.36130354363806294	0.02866666666666673	0.07336946015421608	k141_142307_1;k141_142307_2;k141_142307_3;k141_142307_4;k141_142307_5;k141_142307_6;k141_142307_7;k141_142307_8;k141_142307_9	PF00005;PF00067;PF00072;PF02153;PF02629;PF08442;PF13549;PF13607
k141_166911	k141_166911_cluster_1	3	7227	0.999955119197094	0.9999988351773835	NRP	0.010000000000000009	0.92	0.020000000000000018	0.0	0.0	0.0	k141_166911_1;k141_166911_2;k141_166911_3	PF00501;PF00501;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF13193;PF13193
k141_176036	k141_176036_cluster_1	145	8355	0.972655064798155	0.9986139406229441	RiPP	0.004796607991729873	0.029505690162599074	0.02910177744331477	0.9164134776578733	0.0	0.013787898951096667	k141_176036_2;k141_176036_3;k141_176036_4;k141_176036_5;k141_176036_6;k141_176036_7	PF01192;PF04738;PF05147;PF14028
k141_181831	k141_181831_cluster_1	2	13739	0.9986506400575856	0.9999336483218036	NRP	0.0	1.0	0.06999999999999995	0.0	0.030000000000000027	0.0	k141_181831_1;k141_181831_2;k141_181831_3	PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF05050;PF13193;PF13193;PF13193;PF13469
k141_192605	k141_192605_cluster_1	2348	13891	0.9970196947798722	0.9999481002492094	NRP;Polyketide	0.010000000000000009	0.79	0.85	0.020000000000000018	0.010000000000000009	0.010000000000000009	k141_192605_2;k141_192605_3;k141_192605_4	PF00106;PF00109;PF00501;PF00550;PF00550;PF00668;PF00698;PF00975;PF02668;PF02801;PF05721;PF08241;PF08242;PF08659;PF13193;PF13561;PF13649;PF13847;PF16197
k141_193043	k141_193043_cluster_1	2	18456	0.9997329251068947	0.9999967742835904	NRP	0.010000000000000009	0.85	0.050000000000000044	0.09999999999999998	0.010000000000000009	0.0	k141_193043_1;k141_193043_2;k141_193043_3;k141_193043_4;k141_193043_5;k141_193043_6;k141_193043_7;k141_193043_8	PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF02310;PF04055;PF04055;PF04055;PF13193;PF13193;PF13193
k141_197255	k141_197255_cluster_1	79	19036	0.9999684792957328	0.999999224748014	NRP	0.030000000000000027	0.94	0.010000000000000009	0.0	0.0	0.0	k141_197255_1;k141_197255_2;k141_197255_3	PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF13193;PF13193;PF13193;PF13193;PF13193
k141_198100	k141_198100_cluster_1	878	8518	0.952599830075187	0.9942413598205583	NRP	0.010000000000000009	0.85	0.14	0.050000000000000044	0.040000000000000036	0.010000000000000009	k141_198100_2;k141_198100_3;k141_198100_4;k141_198100_5	PF00005;PF00501;PF00550;PF00664;PF00668;PF00685;PF00975;PF05050;PF12146;PF13193;PF13469;PF13555
k141_210785	k141_210785_cluster_1	3	20127	0.9999529200510868	0.9999997376915142	NRP;Polyketide	0.0	0.96	0.79	0.0	0.010000000000000009	0.0	k141_210785_1;k141_210785_2;k141_210785_3	PF00106;PF00109;PF00501;PF00501;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00698;PF02801;PF08659;PF13193;PF13193;PF13193;PF13193;PF13561;PF16197
k141_219815	k141_219815_cluster_1	1707	6583	0.8100246090317241	0.8198487206994314	Unknown	0.006666666666666599	0.09999999999999998	0.32999999999999996	0.08999999999999997	0.020000000000000018	0.16000000000000003	k141_219815_2;k141_219815_3;k141_219815_4;k141_219815_5;k141_219815_6	PF00107;PF00891;PF01209;PF02353;PF05721;PF08240;PF08241;PF08242;PF13489;PF13602;PF13649;PF13847
k141_226452	k141_226452_cluster_1	3	5614	0.9971976104313645	0.9994158143373424	NRP	0.0	0.99	0.050000000000000044	0.0	0.0	0.0	k141_226452_1;k141_226452_2;k141_226452_3	PF00202;PF00501;PF00550;PF00668;PF00668;PF13193;PF18563
k141_237878	k141_237878_cluster_1	446	32965	0.9999775345400826	0.9999997213660269	NRP	0.0	0.99	0.010000000000000009	0.0	0.0	0.0	k141_237878_3;k141_237878_4;k141_237878_5;k141_237878_6	PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF13193;PF13193;PF13193;PF13193;PF13193;PF13193;PF13193;PF13193
k141_237894	k141_237894_cluster_1	1	7842	0.9983111541662707	0.9998933947261297	NRP	0.020000000000000018	0.94	0.020000000000000018	0.0	0.0	0.0	k141_237894_1;k141_237894_2;k141_237894_3	PF00501;PF00501;PF00501;PF00550;PF00550;PF00668;PF00668;PF00668;PF13193;PF13193
k141_256711	k141_256711_cluster_1	1	3744	0.9742869961230067	0.9972059924858724	Unknown	0.010000000000000009	0.22999999999999998	0.41000000000000003	0.06999999999999995	0.010000000000000009	0.12	k141_256711_1;k141_256711_2;k141_256711_3;k141_256711_4	PF00550;PF00975;PF02797;PF04140;PF04191;PF05175;PF08241;PF08242;PF08392;PF08541;PF13489;PF13649;PF13847
k141_258757	k141_258757_cluster_1	134	7015	0.9664278324740139	0.9756245586304639	NRP	0.0018203730272596808	0.7570421807747489	0.22875581061692973	0.02541549497847906	0.010000000000000009	0.005416355810616835	k141_258757_1;k141_258757_2;k141_258757_3;k141_258757_4;k141_258757_5;k141_258757_6	PF00296;PF00501;PF00501;PF00550;PF01648;PF09489;PF09490;PF13193;PF17837
k141_273736	k141_273736_cluster_1	321	4361	0.9612221570720286	0.980495607404306	Unknown	0.04150596993980027	0.16669118930112115	0.17650106667598653	0.360053156997696	0.06999999999999995	0.07345971554327602	k141_273736_2;k141_273736_3;k141_273736_4;k141_273736_5;k141_273736_6	PF05114;PF05159;PF07681
k141_286932	k141_286932_cluster_1	3	1751	0.9960576319551651	0.9992518035227346	RiPP	0.0011764705882353343	0.004411764705882337	0.006176470588235228	0.9126470588235294	0.0	0.0023529411764705577	k141_286932_1;k141_286932_2;k141_286932_3	PF00733;PF05402;PF13471;PF13522;PF13537
k141_290738	k141_290738_cluster_1	10266	22705	0.9662085063694579	0.9884759670733037	RiPP	0.0023602251407129904	0.012791015217844426	0.013124348551177722	0.9677674588284344	0.0	0.0034533041484260396	k141_290738_12;k141_290738_13;k141_290738_14;k141_290738_15;k141_290738_16;k141_290738_17;k141_290738_18;k141_290738_19	PF00082;PF00082;PF01192;PF01546;PF04738;PF04738;PF05147;PF07687;PF14028
