sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_101088	k141_101088_cluster_1	7847	10322	0.8472051947734924	0.8518255066276053	Terpene	0.01947992296180545	0.1380628213151731	0.14000179697131476	0.08246782497891192	0.0	0.6298230476394406	k141_101088_10;k141_101088_11;k141_101088_9	PF00494;PF04116;PF05834
k141_107221	k141_107221_cluster_1	420	10711	0.9968694093658512	0.9999358420308861	Polyketide	0.0006249999999999867	0.46375	0.7621875	0.0031250000000000444	0.0	0.07093749999999999	k141_107221_1;k141_107221_2;k141_107221_3;k141_107221_4;k141_107221_5	PF00109;PF00109;PF00550;PF00550;PF00550;PF00668;PF00698;PF00698;PF01636;PF02801;PF02801;PF16197;PF16197
k141_113694	k141_113694_cluster_1	9947	14295	0.9279813490762663	0.9826597885771289	Terpene	0.01684262529432634	0.06612089145857836	0.034358181617338945	0.07032282521867972	0.0	0.6828398563197016	k141_113694_11;k141_113694_12;k141_113694_13;k141_113694_14;k141_113694_15	PF00140;PF00494;PF01593;PF04116;PF04539;PF04542;PF04545;PF13450;PF18916;PF18916
k141_121741	k141_121741_cluster_1	19148	24713	0.9786939739115164	0.9797830735352058	Terpene	0.0915789473684211	0.021842105263157996	0.051315789473684204	0.012368421052631695	0.030000000000000027	0.7713157894736842	k141_121741_21;k141_121741_22;k141_121741_23;k141_121741_24;k141_121741_25	PF00348;PF00494;PF00891;PF01266;PF01593;PF13450;PF13489;PF16864
k141_125801	k141_125801_cluster_1	1	2356	0.8101728352759715	0.812331496236291	Unknown	0.0022024446142093757	0.05001084619894469	0.33034347184962765	0.010767530690923288	0.48	0.005281965640378861	k141_125801_1;k141_125801_2;k141_125801_3	PF00483;PF01370;PF01370;PF04321;PF07993;PF07993;PF12804;PF16363;PF16363
k141_130427	k141_130427_cluster_1	3	8061	0.921197190223279	0.9916772903701395	RiPP	0.010869565217391242	0.03347826086956529	0.35239130434782606	0.5123913043478261	0.010000000000000009	0.06130434782608685	k141_130427_1;k141_130427_2;k141_130427_3;k141_130427_4;k141_130427_5;k141_130427_6;k141_130427_7;k141_130427_8;k141_130427_9	PF00005;PF00195;PF00664;PF00664;PF01040;PF01494;PF02797;PF04140;PF07883;PF08392;PF08541
k141_134619	k141_134619_cluster_1	21176	23941	0.8553868486231755	0.8809467762170913	Terpene	0.11234817813765186	0.017709726014499716	0.01795264099425664	0.035999905846907154	0.0	0.7444016570944356	k141_134619_23;k141_134619_24;k141_134619_25	PF00494;PF01266;PF01593;PF04116;PF13450
k141_148179	k141_148179_cluster_1	2	2992	0.9882878965518794	0.9958367270154667	Terpene	0.017476032377575446	0.1362785612848455	0.14406490456231114	0.07162710495547298	0.0	0.5936125666887531	k141_148179_1;k141_148179_2;k141_148179_3;k141_148179_4	PF00494;PF01070;PF05834
k141_151188	k141_151188_cluster_1	2	4230	0.993696556922676	0.9979838287146384	Terpene	0.010000000000000009	0.0	0.0	0.010000000000000009	0.0	0.96	k141_151188_1;k141_151188_2;k141_151188_3;k141_151188_4	PF00348;PF00494;PF01593;PF05834;PF13450
k141_152427	k141_152427_cluster_1	1	2456	0.9643109156180908	0.9796905824014402	Terpene	0.01685310783770344	0.024343544184903143	0.022386911184624436	0.07142316661163117	0.0	0.7225190709923373	k141_152427_1;k141_152427_2;k141_152427_3	PF00430;PF00494;PF00890;PF01593;PF13450
k141_156271	k141_156271_cluster_1	1	4510	0.9758735508152784	0.989181710166444	Unknown	0.014003955886828678	0.4129421688935625	0.46627717619145537	0.06557818205538135	0.06999999999999995	0.04342835112814014	k141_156271_1;k141_156271_2;k141_156271_3;k141_156271_4;k141_156271_5;k141_156271_6	PF00107;PF00196;PF00765;PF03472;PF08240;PF13245;PF13604
k141_157583	k141_157583_cluster_1	13563	19467	0.9631401761530496	0.9999261001998896	Unknown	0.05183653215804507	0.23238840439873154	0.2997241629035271	0.20775767874377393	0.020000000000000018	0.14218887684346726	k141_157583_17;k141_157583_18;k141_157583_19;k141_157583_20;k141_157583_21;k141_157583_22;k141_157583_23;k141_157583_24;k141_157583_25;k141_157583_26	PF03796;PF06745;PF13481;PF19547;PF19547
k141_16321	k141_16321_cluster_1	153	3096	0.9699163965929398	0.9729018220160464	NRP	0.025038073938041916	0.7017341336363173	0.13837828709453492	0.07299355069149993	0.0	0.045147025205863556	k141_16321_1;k141_16321_2;k141_16321_3	PF00378;PF00668;PF04072
k141_16867	k141_16867_cluster_1	2	1728	0.9649533026268525	0.9833993626257924	Unknown	0.04169539104321718	0.007870152761457194	0.4976090220655438	0.058134547591069285	0.0	0.22766320668494588	k141_16867_1;k141_16867_2;k141_16867_3	PF00195;PF00890;PF01266;PF01494;PF02797;PF03486;PF08392;PF08541;PF13450;PF13649;PF13847
k141_168974	k141_168974_cluster_1	598	4610	0.9780288974252077	0.9946518864316555	Terpene	0.014239439530304043	0.13426725560227704	0.132376179524904	0.10020549737663642	0.0	0.5772119322215331	k141_168974_2;k141_168974_3;k141_168974_4;k141_168974_5;k141_168974_6	PF00494;PF01070;PF01070;PF05834;PF09335
k141_173048	k141_173048_cluster_1	1	15107	0.9927152307109444	0.9999858530224963	Polyketide	0.010000000000000009	0.16000000000000003	0.79	0.0	0.010000000000000009	0.0	k141_173048_1;k141_173048_2;k141_173048_3;k141_173048_4;k141_173048_5	PF00106;PF00109;PF00109;PF00109;PF00109;PF00550;PF00550;PF00550;PF00550;PF00733;PF02801;PF02801;PF02801;PF02801;PF03060;PF08659;PF08659;PF13522;PF13537;PF13561;PF14765;PF16197;PF16197;PF16197
k141_175757	k141_175757_cluster_1	3	2427	0.9844204586380747	0.9899446733859975	Terpene	0.02267376185958314	0.05646013276559303	0.0568476484821645	0.07308753356963804	0.0	0.7191996524592306	k141_175757_1;k141_175757_2;k141_175757_3	PF00494;PF01593;PF04116
k141_182373	k141_182373_cluster_1	13947	19019	0.9261742516571564	0.9602259491683268	Polyketide	0.010000000000000009	0.10999999999999999	0.78	0.020000000000000018	0.020000000000000018	0.06499999999999995	k141_182373_16;k141_182373_17;k141_182373_18;k141_182373_19;k141_182373_20;k141_182373_21;k141_182373_22	PF00106;PF00109;PF00195;PF01648;PF02797;PF02801;PF07977;PF08241;PF08242;PF08392;PF08541;PF08545;PF08659;PF13489;PF13561;PF13649;PF13847
k141_183461	k141_183461_cluster_1	560	7627	0.9630384985466566	0.9995584066084315	Unknown	0.052107580532740005	0.2303428097557355	0.2541626872505074	0.2805598932279829	0.0	0.09926878593792754	k141_183461_10;k141_183461_11;k141_183461_12;k141_183461_13;k141_183461_2;k141_183461_3;k141_183461_4;k141_183461_5;k141_183461_6;k141_183461_7;k141_183461_8;k141_183461_9	PF00462;PF00574;PF19547;PF19547
k141_185720	k141_185720_cluster_1	2	3019	0.9289289633422909	0.9434346935108399	Unknown	0.005873186831360067	0.060056980615663336	0.0944360202969381	0.05477603447144741	0.020000000000000018	0.4644885093780151	k141_185720_1;k141_185720_2;k141_185720_3	PF00494;PF07690;PF07690;PF08502
k141_197369	k141_197369_cluster_1	1	3109	0.9929848894614481	0.9963052920938271	Terpene	0.011578947368421133	0.0018421052631579782	0.0013157894736842701	0.012368421052631695	0.0	0.8913157894736842	k141_197369_1;k141_197369_2;k141_197369_3	PF00348;PF00494;PF00890;PF01593;PF12831;PF13450
k141_200641	k141_200641_cluster_1	2	2773	0.9498038244332843	0.9606135553990636	Polyketide	0.051297918384515806	0.048034410415719764	0.5821960595004679	0.03688010487086901	0.0	0.08320068557929527	k141_200641_1;k141_200641_2;k141_200641_3;k141_200641_4	PF01040;PF01494;PF02797;PF04140;PF08541
k141_202424	k141_202424_cluster_1	7061	17404	0.9454824071380683	0.9954391343271518	Polyketide	0.0	0.15000000000000002	0.76	0.0	0.010000000000000009	0.010000000000000009	k141_202424_7;k141_202424_8;k141_202424_9	PF00106;PF00109;PF00109;PF00550;PF00550;PF00550;PF00698;PF01648;PF02801;PF08659;PF13561;PF14765;PF16197;PF17837
k141_202519	k141_202519_cluster_1	2	3069	0.9443919383847319	0.9451430599018419	Unknown	0.043455514559077923	0.2986925610309562	0.22381771004894457	0.20385027459000105	0.023333333333333428	0.084762027175036	k141_202519_1;k141_202519_2;k141_202519_3	PF00067;PF00561;PF00975;PF01494;PF01494;PF12697
k141_20379	k141_20379_cluster_1	2282	5475	0.9486954121357664	0.9613078425078391	Unknown	0.005118370360954971	0.048902188536157354	0.03841868186881059	0.2166105062512662	0.0	0.3983668794947923	k141_20379_5;k141_20379_6;k141_20379_7	PF00494;PF00561;PF04055
k141_20425	k141_20425_cluster_1	1172	4150	0.988609227583062	0.9932004012688145	Terpene	0.021578947368421142	0.0018421052631579782	0.0013157894736842701	0.022368421052631593	0.0	0.9213157894736842	k141_20425_3;k141_20425_4;k141_20425_5	PF00348;PF00494;PF01593;PF13450
k141_206270	k141_206270_cluster_1	3	4393	0.9849513221039152	0.9932328119529551	Terpene	0.05383056962004351	0.023182160171144384	0.02316902963169798	0.04369290985570062	0.0	0.7283934239809393	k141_206270_1;k141_206270_2;k141_206270_3;k141_206270_4;k141_206270_5;k141_206270_6	PF00293;PF00494;PF01040;PF01266;PF01593;PF13450;PF18916
k141_225119	k141_225119_cluster_1	18019	27528	0.972490670834195	0.9982689005753466	Unknown	0.05293385446175203	0.06958113589236636	0.1052934929368089	0.05980491252310893	0.06000000000000005	0.45885153762676134	k141_225119_16;k141_225119_17;k141_225119_18;k141_225119_19;k141_225119_20;k141_225119_21;k141_225119_22;k141_225119_23;k141_225119_24	PF00441;PF00494;PF00494;PF00579;PF00766;PF01012;PF01012;PF02770;PF02771;PF08028
k141_229426	k141_229426_cluster_1	4647	12932	0.9813546344675959	0.9970216924287197	Unknown	0.023022709423385468	0.08463172939530561	0.10188096408944003	0.4376832930399902	0.010000000000000009	0.038999978427914694	k141_229426_10;k141_229426_11;k141_229426_12;k141_229426_13;k141_229426_14;k141_229426_15;k141_229426_16;k141_229426_17;k141_229426_18;k141_229426_19;k141_229426_5;k141_229426_6;k141_229426_7;k141_229426_8;k141_229426_9	PF00733;PF00733;PF03457;PF05050;PF13522;PF13537;PF13639;PF13920
k141_231614	k141_231614_cluster_1	3	7180	0.9238973806223303	0.9536202748996784	Unknown	0.0278465019284454	0.43225458998164046	0.3095912182692522	0.026182828284081583	0.050000000000000044	0.05250088939526365	k141_231614_1;k141_231614_2;k141_231614_3;k141_231614_4;k141_231614_5;k141_231614_6;k141_231614_7	PF00107;PF00196;PF00501;PF00765;PF01642;PF02310;PF03472;PF08240;PF13245;PF13538;PF13602;PF13604
k141_232796	k141_232796_cluster_1	183	2256	0.9705814080435654	0.9967859143766572	Unknown	0.0026466083018502617	0.009933552504117094	0.11029600164680797	0.008428751331977069	0.0	0.003980613678194356	k141_232796_2;k141_232796_3;k141_232796_4	PF00202;PF00583;PF06339;PF13508
k141_234747	k141_234747_cluster_1	167	11907	0.8856366471722158	0.8979882506092935	Unknown	0.007898988032435272	0.03624223467992804	0.03421973967117364	0.2660309137626602	0.050000000000000044	0.01853898810702659	k141_234747_10;k141_234747_11;k141_234747_12;k141_234747_2;k141_234747_3;k141_234747_4;k141_234747_5;k141_234747_6;k141_234747_7;k141_234747_8;k141_234747_9	PF02709;PF02709;PF04055;PF04055;PF04055;PF04055;PF13353;PF13578;PF13704
k141_235489	k141_235489_cluster_1	822	3591	0.9155028898082129	0.9409478317528576	Terpene	0.02488719987179555	0.017444461285820112	0.01498886778658104	0.06469200588047042	0.0	0.8080114614847278	k141_235489_2;k141_235489_3;k141_235489_4	PF00494;PF01593;PF04116;PF13450
k141_240088	k141_240088_cluster_1	2	10063	0.9886612999946836	0.9926377867335544	Polyketide	0.020000000000000018	0.21999999999999997	0.87	0.0	0.010000000000000009	0.0	k141_240088_1;k141_240088_2;k141_240088_3	PF00106;PF00109;PF00109;PF00109;PF00296;PF00550;PF00550;PF00550;PF02801;PF02801;PF02801;PF08242;PF08659;PF08659;PF13561;PF13847;PF16197
k141_243109	k141_243109_cluster_1	537	5522	0.8766662870680605	0.879180272138264	Polyketide	0.013174620966133088	0.4566051233170155	0.6521714605359001	0.04552831904602439	0.030000000000000027	0.04229329365140633	k141_243109_1;k141_243109_2;k141_243109_3	PF00107;PF00698;PF00698;PF01648
k141_249784	k141_249784_cluster_1	673	3264	0.9176921397432269	0.9187303907209791	RiPP	0.009708009205666168	0.041326773153210095	0.04795991624451501	0.642445480564912	0.0	0.020703149141874544	k141_249784_2;k141_249784_3;k141_249784_4	PF00675;PF04055;PF05402;PF13353
k141_255842	k141_255842_cluster_1	3218	5429	0.9647080955099643	0.9734805215770183	Unknown	0.004018081656082195	0.013930417707878728	0.055891612932074564	0.015278281112541259	0.0	0.005587196750294621	k141_255842_6;k141_255842_7;k141_255842_8	PF00202;PF00583;PF06339
k141_255872	k141_255872_cluster_1	2022	11400	0.943132893940175	0.992552473317655	Terpene	0.061578947368421066	0.0018421052631579782	0.011315789473684279	0.0023684210526316862	0.030000000000000027	0.8213157894736842	k141_255872_10;k141_255872_11;k141_255872_3;k141_255872_4;k141_255872_5;k141_255872_6;k141_255872_7;k141_255872_8;k141_255872_9	PF00348;PF00494;PF00890;PF00890;PF00891;PF01078;PF01266;PF01593;PF01593;PF13450;PF13450;PF16864;PF17863
k141_262279	k141_262279_cluster_1	116	3490	0.8963843843919886	0.9385394384332714	Terpene	0.021578947368421142	0.0018421052631579782	0.0013157894736842701	0.022368421052631593	0.0	0.9213157894736842	k141_262279_2;k141_262279_3;k141_262279_4	PF00348;PF00494;PF01593;PF13450
k141_264078	k141_264078_cluster_1	1	2639	0.9882140526430293	0.9932310020084731	Terpene	0.021578947368421142	0.0018421052631579782	0.0013157894736842701	0.022368421052631593	0.0	0.9213157894736842	k141_264078_1;k141_264078_2;k141_264078_3	PF00348;PF00494;PF01593;PF13450
k141_269051	k141_269051_cluster_1	2	1634	0.9343468784493006	0.9438077305973261	Polyketide	0.12391591996680307	0.016924509698676204	0.5497166344585429	0.016472778365328233	0.0	0.07586922459604839	k141_269051_1;k141_269051_2;k141_269051_3	PF01266;PF01494;PF02797;PF04140;PF08541
k141_269135	k141_269135_cluster_1	1	3426	0.9785465144666919	0.9818729526699987	Unknown	0.08585712675313739	0.085131757910339	0.10560117126945823	0.1223606816845012	0.0	0.08104057546484678	k141_269135_1;k141_269135_2;k141_269135_3	PF00070;PF00070;PF00310;PF01494;PF04898;PF04898;PF13450;PF13738
k141_274125	k141_274125_cluster_1	22081	26379	0.9598467102238606	0.9743693362961002	Terpene	0.027795800951883387	0.12004703679379047	0.12551750294362873	0.11451668741712528	0.0	0.5479076918932585	k141_274125_24;k141_274125_25;k141_274125_26;k141_274125_27	PF00330;PF00494;PF00694;PF04116;PF18916;PF18916
k141_281983	k141_281983_cluster_1	1	4803	0.9637503177430363	0.990257388881285	Terpene	0.01220394736842112	0.024342105263157943	0.025065789473684208	0.023930921052631615	0.0	0.8819407894736842	k141_281983_1;k141_281983_2;k141_281983_3;k141_281983_4;k141_281983_5	PF00009;PF00348;PF00494;PF01593;PF12831;PF13450
k141_28385	k141_28385_cluster_1	2	4404	0.9958287687480842	0.9989039738551552	Terpene	0.010000000000000009	0.0	0.0	0.010000000000000009	0.0	0.94	k141_28385_1;k141_28385_2;k141_28385_3;k141_28385_4	PF00348;PF00494;PF00890;PF01593;PF05834;PF12831;PF13450
k141_285519	k141_285519_cluster_1	2	2956	0.9886184285718876	0.9931998824235669	Terpene	0.021578947368421142	0.0018421052631579782	0.0013157894736842701	0.022368421052631593	0.0	0.9213157894736842	k141_285519_1;k141_285519_2;k141_285519_3	PF00348;PF00494;PF01593;PF13450
k141_289786	k141_289786_cluster_1	21044	26811	0.9622524952888926	0.9904890636275787	Unknown	0.049214841469235715	0.26347739823562066	0.27810544905604573	0.19482748166793296	0.0	0.09767583638893074	k141_289786_27;k141_289786_28;k141_289786_29;k141_289786_30;k141_289786_31;k141_289786_32;k141_289786_33;k141_289786_34;k141_289786_35	PF00754;PF03819;PF07714;PF12861;PF13639;PF13920;PF14634
k141_3542	k141_3542_cluster_1	5970	12444	0.9656283724875655	0.9970907026709295	Unknown	0.04496402786842213	0.23976642135507864	0.34347095861503374	0.1760166521136255	0.0	0.08611520731960598	k141_3542_10;k141_3542_11;k141_3542_12;k141_3542_13;k141_3542_14;k141_3542_15;k141_3542_16;k141_3542_17;k141_3542_18;k141_3542_19	PF03819;PF07714;PF13639;PF13920;PF14634
k141_40484	k141_40484_cluster_1	2	987	0.9533977561652428	0.9597735627277812	Unknown	0.08096179543872195	0.14136947533300526	0.1480237931891627	0.13574201218440418	0.18999999999999995	0.2134027747247944	k141_40484_1;k141_40484_2;k141_40484_3	PF00078;PF00078;PF17917;PF17919
k141_41156	k141_41156_cluster_1	74870	81264	0.8845981507834336	0.9288347894148545	Unknown	0.06000000000000005	0.08999999999999997	0.06000000000000005	0.020000000000000018	0.28	0.45999999999999996	k141_41156_75;k141_41156_76;k141_41156_77;k141_41156_78;k141_41156_79	PF00494;PF00535;PF01266;PF01494;PF01593;PF13450;PF13641
k141_46776	k141_46776_cluster_1	4240	10042	0.9134178004071707	0.9221046098861897	Unknown	0.05215682809002009	0.34456138800518443	0.0940780016495818	0.15182249322493224	0.030000000000000027	0.03724343112996353	k141_46776_10;k141_46776_11;k141_46776_12;k141_46776_13;k141_46776_8;k141_46776_9	PF00067;PF00501;PF04055;PF04820;PF04820;PF05118
k141_50622	k141_50622_cluster_1	3	3775	0.9800971936760444	0.9955092927269302	Terpene	0.010096638706234451	0.0426435541807515	0.04205337024888023	0.09000068895407098	0.0	0.6876254879033747	k141_50622_1;k141_50622_2;k141_50622_3;k141_50622_4;k141_50622_5	PF00494;PF01593;PF04116;PF09285;PF13450;PF18916;PF18916
k141_51749	k141_51749_cluster_1	21432	28137	0.9567416409237813	0.9759362938639038	Terpene	0.040000000000000036	0.020000000000000018	0.14	0.010000000000000009	0.09999999999999998	0.5700000000000001	k141_51749_20;k141_51749_21;k141_51749_22;k141_51749_23;k141_51749_24;k141_51749_25;k141_51749_26	PF00348;PF00494;PF01073;PF01370;PF01593;PF04321;PF05368;PF05834;PF13450;PF13460
k141_63098	k141_63098_cluster_1	1	3089	0.9539161040656605	0.9643119029544138	Terpene	0.12261844840792224	0.019601617906391477	0.04011480315641891	0.039243149090150364	0.0	0.7054827381755167	k141_63098_1;k141_63098_2;k141_63098_3	PF00494;PF00920;PF01266;PF01593;PF13450
k141_68789	k141_68789_cluster_1	35839	39834	0.9286012659143777	0.9319954171540931	Terpene	0.05491165070112458	0.013634705739968944	0.013891845470792918	0.06268096768096765	0.0	0.7480414440940757	k141_68789_43;k141_68789_44;k141_68789_45;k141_68789_46;k141_68789_47	PF00494;PF01040;PF01266;PF01593;PF12831;PF13450;PF18916
k141_81679	k141_81679_cluster_1	2	2093	0.9821618552961668	0.9945830006973551	Unknown	0.04409286472556939	0.18229352320413483	0.19437009692604035	0.37333735520363676	0.0	0.08566818321020886	k141_81679_1;k141_81679_2;k141_81679_3;k141_81679_4	PF05114;PF05114;PF07681
k141_9282	k141_9282_cluster_1	37916	41870	0.8803981047191498	0.9052515166505797	Polyketide	0.0062813754628769924	0.10362432132555977	0.7379226971680533	0.016766415018156344	0.0	0.04868624727951376	k141_9282_37;k141_9282_38;k141_9282_39	PF00155;PF00195;PF00254;PF00254;PF00254;PF00254;PF02797;PF08392;PF08541
k141_93129	k141_93129_cluster_1	1227	14659	0.987740912685624	0.9998958832533347	NRP;Polyketide	0.010000000000000009	0.56	0.79	0.0	0.010000000000000009	0.010000000000000009	k141_93129_2;k141_93129_3;k141_93129_4	PF00106;PF00108;PF00109;PF00109;PF00109;PF00501;PF00550;PF00550;PF00550;PF00668;PF02801;PF02801;PF02801;PF08659;PF08659;PF13193;PF13561;PF14765;PF16197;PF16197
