sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_100421	k141_100421_cluster_1	1	5888	0.995578460429493	0.999811214094777	RiPP	0.010000000000000009	0.07999999999999996	0.0	0.88	0.020000000000000018	0.010000000000000009	k141_100421_1;k141_100421_2;k141_100421_3;k141_100421_4;k141_100421_5;k141_100421_6	PF00005;PF00664;PF00665;PF06472;PF19156
k141_100953	k141_100953_cluster_1	455	7479	0.9291376866852155	0.9313755348158054	Saccharide	0.009544970118372853	0.051903790036748054	0.08558246104351852	0.03446916623281582	0.64	0.013892001849766467	k141_100953_1;k141_100953_2;k141_100953_3;k141_100953_4;k141_100953_5;k141_100953_6	PF00441;PF02770;PF02771;PF03457;PF08028;PF13920
k141_103747	k141_103747_cluster_1	2348	13891	0.9970196947798722	0.9999481002492094	NRP;Polyketide	0.010000000000000009	0.79	0.85	0.020000000000000018	0.010000000000000009	0.010000000000000009	k141_103747_2;k141_103747_3;k141_103747_4	PF00106;PF00109;PF00501;PF00550;PF00550;PF00668;PF00698;PF00975;PF02668;PF02801;PF05721;PF08241;PF08242;PF08659;PF13193;PF13561;PF13649;PF13847;PF16197
k141_105285	k141_105285_cluster_1	54531	57864	0.9445756551948391	0.9802824275047493	Polyketide	0.03176767676767678	0.1437121212121213	0.6442676767676768	0.004318181818181888	0.0	0.17239898989898994	k141_105285_43;k141_105285_44;k141_105285_45;k141_105285_46;k141_105285_47	PF00109;PF00550;PF00890;PF01266;PF02801;PF04820;PF05834;PF13450;PF13723
k141_10734	k141_10734_cluster_1	321	4968	0.9815404729055976	0.9900066450570191	Terpene	0.040294117647058814	0.1823529411764706	0.19294117647058828	0.032352941176470584	0.0	0.571764705882353	k141_10734_1;k141_10734_2;k141_10734_3;k141_10734_4;k141_10734_5	PF00348;PF00494;PF00561;PF12146;PF12697;PF16864
k141_116506	k141_116506_cluster_1	402	3879	0.9309211015782106	0.9338061619849801	Unknown	0.05565211855689822	0.24359477534760388	0.2902831772525911	0.2176127466742972	0.0	0.10717908204638393	k141_116506_1;k141_116506_2;k141_116506_3;k141_116506_4	PF07282;PF17195;PF17195
k141_121155	k141_121155_cluster_1	3	4924	0.9281249843747612	0.9319912781977874	Unknown	0.034877982094926985	0.04770328259673573	0.1483314869768657	0.2150808854175349	0.005333333333333301	0.19089767378535039	k141_121155_1;k141_121155_2;k141_121155_3;k141_121155_4	PF00067;PF00067;PF00743;PF00743;PF13434;PF13450;PF13454;PF13738;PF13738
k141_129798	k141_129798_cluster_1	102	3018	0.886928728696223	0.8933887601366676	Unknown	0.010388496565215677	0.04228922015468384	0.041115509776331716	0.44948987927171646	0.0	0.02049125429126064	k141_129798_1;k141_129798_2;k141_129798_3	PF04055;PF07592;PF07862
k141_135322	k141_135322_cluster_1	2	3548	0.8857330496329662	0.8889458953766789	Polyketide	0.010000000000000009	0.42000000000000004	0.6	0.010000000000000009	0.0	0.13	k141_135322_1;k141_135322_2;k141_135322_3;k141_135322_4	PF00109;PF00501;PF00550;PF00890;PF01266;PF01593;PF02801;PF12831;PF13193;PF13450
k141_136581	k141_136581_cluster_1	272	18351	0.9542027100148895	0.9983972475146715	Unknown	0.005919339537793555	0.16291759460052135	0.09619477339375127	0.23275465012032437	0.43000000000000005	0.06962431040981998	k141_136581_1;k141_136581_10;k141_136581_11;k141_136581_12;k141_136581_13;k141_136581_14;k141_136581_15;k141_136581_16;k141_136581_17;k141_136581_2;k141_136581_3;k141_136581_4;k141_136581_5;k141_136581_6;k141_136581_7;k141_136581_8;k141_136581_9	PF00005;PF00535;PF00733;PF01026;PF01040;PF01761;PF05402;PF07238;PF13471;PF13506;PF13522;PF13537;PF13641;PF13685
