sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
k141_127056	k141_127056_cluster_1	229	3063	0.9973828101018868	0.9978613070480051	NRP	0.014998965204679693	0.6923695450409487	0.052693121811188015	0.038386198367117985	0.020000000000000018	0.08878460470116178	k141_127056_2;k141_127056_3;k141_127056_4;k141_127056_5	PF00078;PF00668;PF03621;PF13669
k141_134150	k141_134150_cluster_1	105	7901	0.9630912525344589	0.9943141111029242	NRP	0.0	0.6799999999999999	0.15000000000000002	0.020000000000000018	0.28	0.050000000000000044	k141_134150_2;k141_134150_3;k141_134150_4;k141_134150_5	PF00501;PF00535;PF00550;PF00668;PF00975;PF01041;PF01041;PF01266;PF05199;PF10111;PF13193;PF13641
k141_142045	k141_142045_cluster_1	511	3189	0.9999743967053358	0.9999995022148604	Unknown	0.056503511745752744	0.24610932979638578	0.26405092863231916	0.21744696897877958	0.0	0.1282850518942774	k141_142045_2;k141_142045_3;k141_142045_4	PF01603;PF01603;PF01603;PF01603
k141_144941	k141_144941_cluster_1	1	11142	0.9900495242835484	0.9998743576496021	NRP	0.0	1.0	0.0	0.0	0.0	0.0	k141_144941_1;k141_144941_2;k141_144941_3;k141_144941_4	PF00330;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF13193;PF13193;PF13193
k141_153355	k141_153355_cluster_1	694	4250	0.8801822089242983	0.886262546133851	Unknown	0.06281637809297502	0.25510341541029	0.28276746207768666	0.21182591385366223	0.0	0.10436818197593578	k141_153355_2;k141_153355_3;k141_153355_4;k141_153355_5	PF00168;PF00168;PF13359
k141_153885	k141_153885_cluster_1	1056	3728	0.9960576319551651	0.9992518035227346	RiPP	0.0011764705882353343	0.004411764705882337	0.006176470588235228	0.9126470588235294	0.0	0.0023529411764705577	k141_153885_3;k141_153885_4;k141_153885_5	PF00733;PF05402;PF13471;PF13522;PF13537
k141_155339	k141_155339_cluster_1	3704	30123	0.9999523370398147	0.9999983736012584	NRP	0.0	1.0	0.06999999999999995	0.0	0.030000000000000027	0.0	k141_155339_6;k141_155339_7;k141_155339_8;k141_155339_9	PF00501;PF00501;PF00501;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00668;PF00668;PF00668;PF00668;PF00668;PF00668;PF00975;PF05050;PF08241;PF08242;PF13193;PF13193;PF13193;PF13193;PF13193;PF13469;PF13489;PF13649;PF13847;PF18563
k141_169723	k141_169723_cluster_1	282	12419	0.9591394669028688	0.9882322432528691	Polyketide	0.0	0.44999999999999996	0.81	0.010000000000000009	0.0	0.020000000000000018	k141_169723_1;k141_169723_2;k141_169723_3;k141_169723_4;k141_169723_5;k141_169723_6;k141_169723_7;k141_169723_8	PF00108;PF00109;PF00353;PF00353;PF00353;PF00353;PF00501;PF00550;PF00550;PF00698;PF02801;PF06739;PF16197;PF18563
k141_171267	k141_171267_cluster_1	1	2541	0.9633840148793597	0.9673009336814716	Unknown	0.0626330068639952	0.21458747571670034	0.1974068874661894	0.040666588009491744	0.16000000000000003	0.07370925153491914	k141_171267_1;k141_171267_2;k141_171267_3;k141_171267_4	PF00483;PF00550;PF01494;PF04820;PF04820;PF12831;PF13450
k141_172219	k141_172219_cluster_1	172	4765	0.9654848093776481	0.9746543519128759	Unknown	0.04419436587057335	0.14897761795445974	0.1600930961063628	0.19545174885065497	0.010000000000000009	0.17537250370302304	k141_172219_1;k141_172219_2;k141_172219_3	PF13191;PF13245;PF13604;PF14214;PF20209
k141_188018	k141_188018_cluster_1	351	3924	0.9955083826255855	0.999672932577093	Unknown	0.1466666666666666	0.0	0.06999999999999995	0.16000000000000003	0.0	0.24	k141_188018_1;k141_188018_2;k141_188018_3;k141_188018_4	PF00067;PF00494;PF01209;PF01222;PF02353;PF04140;PF05175;PF06966;PF07021;PF08241;PF08242;PF13489;PF13649;PF13847
